UniProt,domain_start,domain_end,Length,S_over_T_mean,S_over_T_pval,quantile,refoldable,subcellular_localization,average_KD_hydro,A_SASA_count,C_SASA_count,D_SASA_count,E_SASA_count,F_SASA_count,G_SASA_count,H_SASA_count,I_SASA_count,K_SASA_count,L_SASA_count,M_SASA_count,N_SASA_count,P_SASA_count,Q_SASA_count,R_SASA_count,S_SASA_count,T_SASA_count,V_SASA_count,W_SASA_count,Y_SASA_count,fraction DE,fraction KR,fraction AGP,fraction WYF,fraction ILVM,fraction polar,No. of Peptides,No. of Significant Peptides,,,,,,,,,,,,,,,,,
P53202,661,742,81,0.1974,0.000366,18, nan, ,2.784,4,0,3,6,0,1,1,0,5,3,1,1,2,5,5,6,5,1,0,2,0.176470588,0.196078431,0.137254902,0.039215686,0.098039216,0.352941176,,,,,,,,,,,,,,,,,,,
P53261,356,447,91,0.2313,0.00053,42, False, nucleus; nucleoplasm; nucleus; nucleolus,3.216,5,0,5,4,1,4,0,2,7,3,0,5,3,3,2,4,1,2,0,0,0.176470588,0.176470588,0.235294118,0.019607843,0.137254902,0.254901961,4,3,,,,,,,,,,,,,,,,,
P53724,12,107,95,0.2457,0.000067,42, nan, mitochondrion,2.55,1,0,2,10,2,2,5,0,9,5,1,6,1,6,5,4,5,2,0,2,0.176470588,0.205882353,0.058823529,0.058823529,0.117647059,0.382352941,,,,,,,,,,,,,,,,,,,
P54113,217,366,149,0.4294,0.00106,78, True, cytoplasm; cytosol,3.621,4,0,6,6,2,8,1,2,7,4,1,5,5,3,0,5,2,5,0,2,0.176470588,0.102941176,0.25,0.058823529,0.176470588,0.235294118,4,0,,,,,,,,,,,,,,,,,
Q04489,3,205,202,0.4829,0.00132,90, nan, cytoplasm,2.982,2,0,8,7,0,13,0,2,6,6,1,8,5,5,5,10,4,1,0,2,0.176470588,0.129411765,0.235294118,0.023529412,0.117647059,0.317647059,,,,,,,,,,,,,,,,,,,
Q05778,14,263,249,0.34,0.000098,66, False, cytoplasm,3.21,3,3,11,13,5,14,1,2,14,7,0,8,12,9,4,17,6,6,0,1,0.176470588,0.132352941,0.213235294,0.044117647,0.110294118,0.323529412,1,0,,,,,,,,,,,,,,,,,
Q06211,584,941,357,0.19,0.004169,18, nan, nucleus,2.988,5,0,15,12,1,18,3,7,13,4,1,19,3,9,6,16,12,6,0,3,0.176470588,0.124183007,0.169934641,0.026143791,0.117647059,0.385620915,,,,,,,,,,,,,,,,,,,
Q07623,78,162,84,0.1443,0.00043,6, False, nucleus; nucleolus,2.816,3,0,6,3,0,8,1,1,6,3,0,4,0,4,5,3,2,2,0,0,0.176470588,0.215686275,0.215686275,0,0.117647059,0.274509804,1,0,,,,,,,,,,,,,,,,,
Q08773,61,162,101,0.2556,2.00E-06,42, nan, nucleus,2.814,4,0,7,8,2,2,5,1,18,4,1,2,1,4,5,9,3,5,1,3,0.176470588,0.270588235,0.082352941,0.070588235,0.129411765,0.270588235,,,,,,,,,,,,,,,,,,,
Q08965,243,363,120,0.143,0.000125,6, nan, nucleus; nucleolus; cytoplasm,3.765,7,0,10,8,4,9,3,4,8,10,3,1,7,5,6,4,7,4,0,2,0.176470588,0.137254902,0.225490196,0.058823529,0.205882353,0.196078431,1,1,,,,,,,,,,,,,,,,,
Q12080,168,208,40,0.1614,0.001191,6, False, nucleus; nucleoplasm; nucleus; nucleolus,3.415,1,0,3,3,0,1,0,2,6,2,0,0,2,1,1,5,4,2,1,0,0.176470588,0.205882353,0.117647059,0.029411765,0.176470588,0.294117647,1,0,,,,,,,,,,,,,,,,,
Q12454,11,222,211,0.2255,0.000418,30, nan, cytoplasm,2.845,6,0,9,12,1,3,2,5,19,2,0,9,6,1,11,14,10,7,0,2,0.176470588,0.25210084,0.12605042,0.025210084,0.117647059,0.302521008,,,,,,,,,,,,,,,,,,,
Q12496,474,508,34,0.3493,7.00E-06,66, True, ,3.329,2,0,3,3,0,0,0,2,6,6,0,4,2,1,3,1,0,1,0,0,0.176470588,0.264705882,0.117647059,0,0.264705882,0.176470588,,,,,,,,,,,,,,,,,,,
Q99257,539,595,56,0.1955,0.004305,18, nan, cytoplasm; nucleus,2.944,1,0,0,6,1,2,1,0,3,1,2,5,1,3,2,3,0,3,0,0,0.176470588,0.147058824,0.117647059,0.029411765,0.176470588,0.352941176,1,1,,,,,,,,,,,,,,,,,
Q07395,12,349,337,0.3229,0.000183,66, True, nucleus; cytoplasm,2.906,10,3,16,13,1,10,2,6,18,2,1,23,8,9,4,23,6,6,0,3,0.176829268,0.134146341,0.170731707,0.024390244,0.091463415,0.402439024,1,0,,,,,,,,,,,,,,,,,
P40016,18,381,363,0.3652,0.000447,78, True, ,2.876,4,1,13,13,0,5,7,5,24,12,1,10,3,7,7,24,5,3,1,2,0.176870748,0.210884354,0.081632653,0.020408163,0.142857143,0.367346939,7,0,,,,,,,,,,,,,,,,,
Q04660,420,806,386,0.1827,0.000028,18, False, nucleus; nucleoplasm; nucleus; nucleolus,2.869,5,0,14,12,2,21,0,2,22,6,3,9,8,6,10,11,9,5,1,1,0.176870748,0.217687075,0.231292517,0.027210884,0.108843537,0.238095238,3,2,,,,,,,,,,,,,,,,,
Q06245,10,171,161,0.1851,0.00009,18, nan, ,3.612,5,0,13,13,4,3,2,9,17,16,0,13,2,8,7,7,12,10,2,4,0.176870748,0.163265306,0.068027211,0.068027211,0.238095238,0.285714286,,,,,,,,,,,,,,,,,,,
Q12244,572,836,264,0.1967,0.005346,18, nan, nucleus,3.665,10,0,14,12,8,10,2,6,13,14,5,8,2,4,10,12,7,3,1,6,0.176870748,0.156462585,0.149659864,0.102040816,0.19047619,0.224489796,,,,,,,,,,,,,,,,,,,
P31386,5,332,327,0.429,0.000089,78, nan, cytoplasm,2.666,5,1,11,12,0,36,4,1,7,4,0,6,8,8,14,7,6,0,0,0,0.176923077,0.161538462,0.376923077,0,0.038461538,0.246153846,,,,,,,,,,,,,,,,,,,
P33750,59,388,329,0.1308,0.000188,6, False, nucleus; nucleolus,2.787,3,0,16,7,1,14,5,2,14,4,2,12,3,1,12,13,10,6,2,3,0.176923077,0.2,0.153846154,0.046153846,0.107692308,0.315384615,,,,,,,,,,,,,,,,,,,
P38859,980,1272,292,0.2694,0.000274,54, nan, nucleus; chromosome,3.45,7,3,13,10,3,14,2,4,15,12,1,11,6,1,5,10,5,3,0,5,0.176923077,0.153846154,0.207692308,0.061538462,0.153846154,0.246153846,,,,,,,,,,,,,,,,,,,
Q08581,314,446,132,0.3378,0.000023,66, nan, cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body; chromosome; centromere; kinetochore; chromosome; centromere,3.468,3,0,6,17,3,2,4,9,18,18,2,18,0,8,2,7,7,4,0,2,0.176923077,0.153846154,0.038461538,0.038461538,0.253846154,0.338461538,,,,,,,,,,,,,,,,,,,
P48561,302,506,204,0.0785,2.00E-06,6, nan, nucleus; nucleolus,2.654,2,2,13,7,3,15,2,1,12,3,0,12,5,2,14,8,3,5,1,3,0.17699115,0.230088496,0.194690265,0.061946903,0.079646018,0.256637168,,,,,,,,,,,,,,,,,,,
P28005,7,169,162,0.2558,0.013684,42, nan, nucleus; cytoplasm,3.335,4,1,10,7,2,6,2,7,11,5,2,10,1,4,4,11,4,3,0,2,0.177083333,0.15625,0.114583333,0.041666667,0.177083333,0.333333333,,,,,,,,,,,,,,,,,,,
P38009,376,584,208,0.3977,0.000107,78, True, cytoplasm; cytosol,2.733,3,0,4,13,2,8,1,3,12,2,1,7,5,10,6,9,3,4,0,3,0.177083333,0.1875,0.166666667,0.052083333,0.104166667,0.3125,8,0,,,,,,,,,,,,,,,,,
P53734,411,626,215,0.1603,0,6, True, nucleus; nucleolus,2.912,9,0,8,9,0,7,4,2,8,2,1,11,3,4,3,17,5,2,0,1,0.177083333,0.114583333,0.197916667,0.010416667,0.072916667,0.427083333,2,2,,,,,,,,,,,,,,,,,
P54113,376,583,207,0.4294,0.00106,78, True, cytoplasm; cytosol,2.858,5,0,6,11,2,9,1,2,12,3,1,8,3,9,6,8,3,5,0,2,0.177083333,0.1875,0.177083333,0.041666667,0.114583333,0.302083333,6,0,,,,,,,,,,,,,,,,,
Q03900,29,200,171,0.1561,0.003175,6, nan, nucleus; cytoplasm,3.081,3,0,7,10,1,7,0,4,11,6,2,8,5,1,6,17,2,1,0,5,0.177083333,0.177083333,0.15625,0.0625,0.135416667,0.291666667,,,,,,,,,,,,,,,,,,,
Q08562,1233,1429,196,0.1519,0.000208,6, nan, nucleus,3.163,5,3,4,13,0,8,3,2,15,8,3,5,3,6,3,5,6,2,0,2,0.177083333,0.1875,0.166666667,0.020833333,0.15625,0.291666667,,,,,,,,,,,,,,,,,,,
P00360,151,318,167,0.6142,0.001306,90, False, cytoplasm,3.714,6,0,6,8,1,16,1,2,6,3,0,1,5,2,2,6,5,6,1,2,0.17721519,0.101265823,0.341772152,0.050632911,0.139240506,0.189873418,7,2,,,,,,,,,,,,,,,,,
P14736,493,627,134,0.322,0.007935,66, nan, nucleus; cytoplasm,3.353,3,0,2,12,4,10,0,2,10,5,0,1,5,1,8,4,7,4,1,0,0.17721519,0.227848101,0.227848101,0.063291139,0.139240506,0.164556962,,,,,,,,,,,,,,,,,,,
P32807,472,582,110,0.2995,0.001992,54, nan, nucleus; chromosome; telomere,2.985,0,0,9,5,2,2,2,3,10,8,3,9,4,3,5,3,4,1,0,6,0.17721519,0.189873418,0.075949367,0.101265823,0.189873418,0.265822785,,,,,,,,,,,,,,,,,,,
P40462,343,488,145,0.272,0.001853,54, True, cytoplasm,3.072,6,1,7,7,2,5,3,2,5,4,1,7,2,7,4,8,5,1,2,0,0.17721519,0.113924051,0.164556962,0.050632911,0.101265823,0.392405063,1,0,,,,,,,,,,,,,,,,,
Q08732,302,445,143,0.2522,4.00E-06,42, True, cytoplasm,3.865,2,4,9,5,2,10,2,4,7,2,4,2,2,1,2,6,6,5,0,4,0.17721519,0.113924051,0.17721519,0.075949367,0.189873418,0.265822785,1,0,,,,,,,,,,,,,,,,,
Q08748,501,649,148,0.3015,0.006544,54, nan, cytoplasm,2.835,4,0,7,7,0,4,0,2,15,4,2,6,3,7,2,4,6,3,1,2,0.17721519,0.215189873,0.139240506,0.037974684,0.139240506,0.291139241,,,,,,,,,,,,,,,,,,,
P28834,25,359,334,0.3852,0.002933,78, True, mitochondrion,2.83,6,0,14,11,0,32,5,2,17,4,2,10,5,6,7,6,8,4,0,2,0.177304965,0.170212766,0.304964539,0.014184397,0.085106383,0.24822695,15,0,,,,,,,,,,,,,,,,,
P32801,54,409,355,0.1637,0.013466,18, nan, ,2.777,3,0,12,13,4,16,2,2,18,3,1,11,4,9,7,19,10,5,1,1,0.177304965,0.177304965,0.163120567,0.042553191,0.078014184,0.361702128,,,,,,,,,,,,,,,,,,,
P42945,447,761,314,0.1138,0.000115,6, False, nucleus; nucleolus; mitochondrion,2.982,9,0,7,18,1,6,3,5,23,6,0,13,5,4,4,17,14,5,0,1,0.177304965,0.191489362,0.141843972,0.014184397,0.113475177,0.361702128,6,4,,,,,,,,,,,,,,,,,
P43599,10,360,350,0.4232,0.005315,78, nan, ,3.334,15,1,8,17,2,20,5,2,3,8,0,11,2,6,12,8,10,5,3,3,0.177304965,0.106382979,0.262411348,0.056737589,0.106382979,0.290780142,,,,,,,,,,,,,,,,,,,
P48743,471,808,337,0.214,0.004955,30, nan, ,2.919,2,2,14,11,0,7,1,4,19,10,2,24,6,4,1,25,6,3,0,0,0.177304965,0.141843972,0.106382979,0,0.134751773,0.439716312,,,,,,,,,,,,,,,,,,,
P08018,320,436,116,0.2046,0.00076,30, nan, cytoplasm,3.421,2,1,5,6,2,9,1,2,6,4,1,5,2,0,3,7,1,2,0,3,0.177419355,0.14516129,0.209677419,0.080645161,0.14516129,0.241935484,,,,,,,,,,,,,,,,,,,
P11938,452,567,115,0.3206,0.000079,66, False, nucleus; chromosome; telomere,2.89,10,0,4,7,1,4,2,0,2,0,1,5,4,2,7,4,6,1,0,2,0.177419355,0.14516129,0.290322581,0.048387097,0.032258065,0.306451613,,,,,,,,,,,,,,,,,,,
P22138,1099,1192,93,0.1942,0,18, False, nucleus; nucleolus,3.563,2,0,4,7,2,8,0,3,6,5,2,1,2,4,4,6,3,2,0,1,0.177419355,0.161290323,0.193548387,0.048387097,0.193548387,0.225806452,,,,,,,,,,,,,,,,,,,
P32641,340,446,106,0.2493,0.000386,42, nan, nucleus,2.556,0,0,3,8,1,8,4,1,5,3,0,13,1,1,2,7,1,1,1,2,0.177419355,0.112903226,0.14516129,0.064516129,0.080645161,0.419354839,,,,,,,,,,,,,,,,,,,
P32775,56,171,115,0.4185,0.000042,78, nan, ,2.844,4,0,7,4,3,6,2,0,6,1,0,5,6,2,1,5,5,0,3,2,0.177419355,0.112903226,0.258064516,0.129032258,0.016129032,0.306451613,,,,,,,,,,,,,,,,,,,
P33308,4,148,144,0.2509,0.000037,42, nan, nucleus,3.266,3,0,10,12,2,2,3,5,9,17,0,12,8,9,7,13,7,2,0,3,0.177419355,0.129032258,0.10483871,0.040322581,0.193548387,0.35483871,,,,,,,,,,,,,,,,,,,
P36152,6,124,118,0.189,0.000257,18, False, cytoplasm; mitochondrion intermembrane space,3.256,5,0,5,6,0,5,0,2,9,3,1,6,4,3,0,5,5,3,0,0,0.177419355,0.14516129,0.225806452,0,0.14516129,0.306451613,4,3,,,,,,,,,,,,,,,,,
P38265,119,240,121,0.3015,0.061512,54, nan, chromosome; centromere; kinetochore; nucleus,3.174,2,0,1,10,0,5,1,2,3,5,1,6,1,5,5,7,3,3,0,2,0.177419355,0.129032258,0.129032258,0.032258065,0.177419355,0.35483871,,,,,,,,,,,,,,,,,,,
P40018,13,105,92,0.2236,0.000605,30, False, cytoplasm; nucleus,3.644,1,0,7,4,1,5,1,2,10,9,2,2,1,2,4,3,4,4,0,0,0.177419355,0.225806452,0.112903226,0.016129032,0.274193548,0.193548387,1,1,,,,,,,,,,,,,,,,,
P40450,960,1073,113,0.1791,0.000147,18, nan, ,3.227,3,1,6,5,2,3,1,2,7,4,3,5,1,5,2,6,1,1,0,4,0.177419355,0.14516129,0.112903226,0.096774194,0.161290323,0.306451613,,,,,,,,,,,,,,,,,,,
P40537,433,713,280,0.2189,0.012324,30, nan, ,2.637,4,0,11,11,2,1,2,6,22,4,2,19,2,6,2,16,7,1,2,4,0.177419355,0.193548387,0.056451613,0.064516129,0.10483871,0.403225806,,,,,,,,,,,,,,,,,,,
P50095,123,235,112,0.2663,0.007046,54, True, cytoplasm,2.46,1,0,5,6,1,10,0,0,9,1,2,7,0,4,4,5,5,1,0,1,0.177419355,0.209677419,0.177419355,0.032258065,0.064516129,0.338709677,12,1,,,,,,,,,,,,,,,,,
P53303,13,95,82,0.4542,7.00E-06,90, False, nucleus; cytoplasm,3.79,8,3,3,8,1,6,1,3,4,3,2,5,3,3,2,2,2,2,0,1,0.177419355,0.096774194,0.274193548,0.032258065,0.161290323,0.258064516,7,0,,,,,,,,,,,,,,,,,
P53316,538,637,99,0.1573,0.001214,6, nan, ,2.948,1,0,7,4,1,6,1,1,8,4,0,4,2,4,2,11,1,2,0,3,0.177419355,0.161290323,0.14516129,0.064516129,0.112903226,0.338709677,,,,,,,,,,,,,,,,,,,
Q08748,240,499,259,0.3015,0.006544,54, nan, cytoplasm,3.085,6,2,12,10,5,8,3,2,13,5,2,13,3,6,6,14,6,5,0,3,0.177419355,0.153225806,0.137096774,0.064516129,0.112903226,0.35483871,,,,,,,,,,,,,,,,,,,
Q12532,917,1017,100,0.2425,0.000051,42, False, cytoplasm,3.324,3,1,7,4,0,4,2,2,11,5,0,1,7,3,0,5,4,3,0,0,0.177419355,0.177419355,0.225806452,0,0.161290323,0.258064516,2,0,,,,,,,,,,,,,,,,,
P12753,1131,1309,178,0.2644,4.00E-06,54, nan, nucleus; chromosome,2.931,7,1,11,8,2,8,4,4,12,2,1,8,0,6,11,9,4,6,1,2,0.177570093,0.214953271,0.140186916,0.046728972,0.121495327,0.299065421,,,,,,,,,,,,,,,,,,,
P38067,15,266,251,0.5013,0.00001,90, nan, ,3.231,4,0,4,15,2,16,2,4,14,5,1,6,4,3,5,7,6,5,2,2,0.177570093,0.177570093,0.224299065,0.056074766,0.140186916,0.224299065,,,,,,,,,,,,,,,,,,,
P53852,247,456,209,0.4083,0.000788,78, False, ,3.446,5,0,13,6,3,14,2,3,9,10,1,7,7,6,3,9,3,3,2,1,0.177570093,0.112149533,0.242990654,0.056074766,0.158878505,0.252336449,7,1,,,,,,,,,,,,,,,,,
P25357,506,670,164,0.203,0.000947,30, nan, nucleus,3.364,8,2,10,17,3,2,7,12,22,14,2,8,4,5,11,11,6,3,1,4,0.177631579,0.217105263,0.092105263,0.052631579,0.203947368,0.256578947,,,,,,,,,,,,,,,,,,,
P37297,1549,1896,347,0.092,0.000083,6, False, ,2.83,9,0,13,14,3,23,5,5,23,4,1,8,12,6,8,9,5,2,1,1,0.177631579,0.203947368,0.289473684,0.032894737,0.078947368,0.217105263,,,,,,,,,,,,,,,,,,,
P13663,157,341,184,0.6252,0.00017,90, True, ,3.174,4,2,6,10,1,13,3,3,11,6,0,3,9,3,2,7,3,0,1,3,0.177777778,0.144444444,0.288888889,0.055555556,0.1,0.233333333,26,0,,,,,,,,,,,,,,,,,
P22134,211,289,78,0.2072,0.001583,30, nan, nucleus,2.653,2,0,2,6,0,0,1,1,11,0,3,2,2,0,4,4,2,3,0,2,0.177777778,0.333333333,0.088888889,0.044444444,0.155555556,0.2,,,,,,,,,,,,,,,,,,,
P32452,112,206,94,0.3683,0.001222,78, nan, cytoplasm,2.811,3,2,3,5,0,3,1,1,2,1,0,3,3,5,3,6,3,0,0,1,0.177777778,0.111111111,0.2,0.022222222,0.044444444,0.444444444,,,,,,,,,,,,,,,,,,,
P32774,60,116,56,0.4093,0.000142,78, False, nucleus; cytoplasm,3.478,2,2,7,1,1,4,1,1,2,1,0,4,0,3,2,6,2,4,1,1,0.177777778,0.088888889,0.133333333,0.066666667,0.133333333,0.4,,,,,,,,,,,,,,,,,,,
P34087,3,79,76,0.3523,0.00104,66, True, cytoplasm; cytoplasm; p-body; nucleus,2.993,0,2,5,3,3,6,1,2,5,1,0,2,2,2,4,2,4,0,0,1,0.177777778,0.2,0.177777778,0.088888889,0.066666667,0.288888889,2,0,,,,,,,,,,,,,,,,,
P36002,290,505,215,0.1937,0.00812,18, nan, ,3.446,7,2,9,7,3,14,4,2,5,6,1,2,6,4,7,5,3,2,1,0,0.177777778,0.133333333,0.3,0.044444444,0.122222222,0.222222222,,,,,,,,,,,,,,,,,,,
P36007,55,144,89,0.2032,0.000295,30, nan, ,3.089,7,0,3,5,0,7,2,0,3,3,0,3,2,2,3,3,1,0,0,1,0.177777778,0.133333333,0.355555556,0.022222222,0.066666667,0.244444444,,,,,,,,,,,,,,,,,,,
P38202,9,99,90,0.2905,0.00001,54, False, ,2.951,5,0,8,8,1,4,2,3,21,7,2,2,1,5,7,6,2,4,1,1,0.177777778,0.311111111,0.111111111,0.033333333,0.177777778,0.188888889,1,0,,,,,,,,,,,,,,,,,
P38207,17,386,369,0.2738,0.006866,54, nan, nucleus,2.672,4,0,15,9,1,19,2,2,16,6,2,9,9,9,9,11,8,1,0,3,0.177777778,0.185185185,0.237037037,0.02962963,0.081481481,0.288888889,,,,,,,,,,,,,,,,,,,
P38907,385,449,64,0.2641,0.002135,54, nan, chromosome; centromere; kinetochore; nucleus,3.078,1,0,4,4,0,9,1,5,4,1,1,8,0,1,2,3,1,0,0,0,0.177777778,0.133333333,0.222222222,0,0.155555556,0.311111111,,,,,,,,,,,,,,,,,,,
P46680,4,335,331,0.5255,0.000277,90, True, cytoplasm; cytoskeleton; actin patch; cytoplasm; cytoskeleton,2.946,3,0,12,12,2,28,1,3,12,4,0,6,7,11,6,17,8,3,0,0,0.177777778,0.133333333,0.281481481,0.014814815,0.074074074,0.318518519,11,0,,,,,,,,,,,,,,,,,
P53551,48,115,67,0.1188,0.000472,6, nan, nucleus; chromosome,3.238,6,0,2,6,0,7,0,1,7,2,0,3,4,0,1,3,1,1,0,1,0.177777778,0.177777778,0.377777778,0.022222222,0.088888889,0.155555556,,,,,,,,,,,,,,,,,,,
P53920,78,278,200,0.3594,0.000179,66, True, nucleus,3.674,7,2,8,8,3,13,1,5,9,2,0,5,3,1,3,9,4,5,0,2,0.177777778,0.133333333,0.255555556,0.055555556,0.133333333,0.244444444,4,0,,,,,,,,,,,,,,,,,
Q03233,110,195,85,0.2438,0,42, nan, cytoplasm,2.809,1,1,3,5,1,1,2,0,8,0,2,5,1,2,0,5,5,3,0,0,0.177777778,0.177777778,0.066666667,0.022222222,0.111111111,0.444444444,,,,,,,,,,,,,,,,,,,
Q03656,137,309,172,0.299,0.000055,54, nan, ,3.196,2,0,8,8,2,15,5,4,10,6,2,6,4,3,5,1,3,3,1,2,0.177777778,0.166666667,0.233333333,0.055555556,0.166666667,0.2,,,,,,,,,,,,,,,,,,,
Q04439,641,724,83,0.3701,0.000167,78, False, cytoplasm; cytoskeleton; actin patch,2.976,5,0,5,3,2,3,3,1,2,0,0,1,3,5,4,1,2,2,1,2,0.177777778,0.133333333,0.244444444,0.111111111,0.066666667,0.266666667,,,,,,,,,,,,,,,,,,,
Q05672,14,100,86,0.1692,0.005596,18, nan, cytoplasm,2.793,0,0,1,7,1,3,0,1,2,3,0,7,3,5,2,6,3,1,0,0,0.177777778,0.088888889,0.133333333,0.022222222,0.111111111,0.466666667,,,,,,,,,,,,,,,,,,,
Q12044,10,92,82,0.3229,0.000188,66, False, cytoplasm,2.664,1,0,3,5,2,2,0,0,6,2,0,4,5,6,0,4,3,1,0,1,0.177777778,0.133333333,0.177777778,0.066666667,0.066666667,0.377777778,1,0,,,,,,,,,,,,,,,,,
P40547,256,655,399,0.2792,0.002007,54, nan, cytoplasm; nucleus,3.154,8,3,16,13,6,8,4,3,13,9,6,16,9,7,8,13,13,2,2,4,0.17791411,0.128834356,0.153374233,0.073619632,0.122699387,0.343558282,,,,,,,,,,,,,,,,,,,
P46674,139,546,407,0.1671,0.005118,18, nan, nucleus envelope,2.639,13,1,13,16,1,10,4,2,20,4,0,15,8,14,7,14,13,3,0,5,0.17791411,0.165644172,0.190184049,0.036809816,0.055214724,0.374233129,,,,,,,,,,,,,,,,,,,
P38111,2085,2364,279,0.1762,0.001696,18, nan, nucleus,3.425,5,1,13,8,2,15,2,5,11,10,3,7,5,6,6,11,3,3,0,2,0.177966102,0.144067797,0.211864407,0.033898305,0.177966102,0.254237288,,,,,,,,,,,,,,,,,,,
P39965,30,242,212,0.2076,0.000031,30, nan, mitochondrion,3.519,8,2,13,8,2,14,2,6,11,8,2,6,3,5,6,12,4,3,1,2,0.177966102,0.144067797,0.211864407,0.042372881,0.161016949,0.262711864,,,,,,,,,,,,,,,,,,,
P42826,2,302,300,0.4522,0.000263,90, nan, cytoplasm,2.859,6,2,6,15,0,12,7,5,17,5,0,6,3,8,8,9,4,4,1,0,0.177966102,0.211864407,0.177966102,0.008474576,0.118644068,0.305084746,,,,,,,,,,,,,,,,,,,
P53280,302,594,292,0.1443,0.000037,6, nan, nucleus; cytoplasm,3.39,5,1,12,9,3,10,7,4,7,13,1,10,6,5,4,7,9,1,0,4,0.177966102,0.093220339,0.177966102,0.059322034,0.161016949,0.330508475,,,,,,,,,,,,,,,,,,,
Q12049,210,467,257,0.1965,0.000046,18, nan, nucleus,2.864,1,1,9,12,0,7,3,6,18,6,2,15,5,7,1,13,7,3,0,2,0.177966102,0.161016949,0.110169492,0.016949153,0.144067797,0.389830508,,,,,,,,,,,,,,,,,,,
P40987,2,471,469,0.236,0.004972,42, nan, ,2.758,14,3,21,13,5,5,8,6,17,5,0,15,12,19,12,26,4,2,0,4,0.178010471,0.151832461,0.162303665,0.047120419,0.068062827,0.392670157,,,,,,,,,,,,,,,,,,,
P24482,579,688,109,0.1753,1.00E-06,18, nan, nucleus; cytoplasm,3.61,1,2,7,6,2,3,2,5,6,6,0,2,6,5,3,6,6,3,1,1,0.178082192,0.123287671,0.136986301,0.054794521,0.191780822,0.315068493,,,,,,,,,,,,,,,,,,,
P38239,5,82,77,0.1163,0.001602,6, nan, ,3.099,1,0,3,10,1,8,2,1,2,7,2,3,1,12,5,8,3,2,1,1,0.178082192,0.095890411,0.136986301,0.04109589,0.164383562,0.383561644,,,,,,,,,,,,,,,,,,,
P38866,8,155,147,0.313,0.000663,66, nan, ,3.078,3,0,5,8,1,8,2,1,8,3,0,5,4,3,2,8,3,4,0,5,0.178082192,0.136986301,0.205479452,0.082191781,0.109589041,0.287671233,,,,,,,,,,,,,,,,,,,
P39933,195,299,104,0.3039,0.000209,54, nan, nucleus,3.277,1,3,8,5,0,4,3,5,8,4,2,3,5,5,2,8,4,1,1,1,0.178082192,0.136986301,0.136986301,0.02739726,0.164383562,0.356164384,,,,,,,,,,,,,,,,,,,
Q03104,2,95,93,0.2531,0.000876,42, nan, ,3.321,5,0,9,4,3,3,1,1,8,1,0,4,2,5,1,11,3,6,5,1,0.178082192,0.123287671,0.136986301,0.123287671,0.109589041,0.328767123,,,,,,,,,,,,,,,,,,,
Q03973,113,209,96,0.1337,2.00E-06,6, nan, nucleus; nucleolus,2.9,5,0,2,11,2,3,2,0,9,4,0,4,6,6,2,7,4,2,1,3,0.178082192,0.150684932,0.191780822,0.082191781,0.082191781,0.315068493,1,0,,,,,,,,,,,,,,,,,
Q05471,352,497,145,0.1959,0.000204,18, nan, nucleus,3.408,12,0,11,15,3,4,6,6,17,12,5,5,1,9,11,17,4,6,1,1,0.178082192,0.191780822,0.116438356,0.034246575,0.198630137,0.280821918,,,,,,,,,,,,,,,,,,,
Q07845,437,586,149,0.2286,0.001387,30, nan, nucleus; nucleolus,3.337,3,1,8,5,7,6,0,2,6,3,1,4,3,8,1,10,4,0,0,1,0.178082192,0.095890411,0.164383562,0.109589041,0.082191781,0.369863014,,,,,,,,,,,,,,,,,,,
Q07993,7,157,150,0.2527,0.071503,42, nan, ,3.303,1,0,6,7,1,11,2,4,9,5,0,5,7,0,3,5,2,3,0,2,0.178082192,0.164383562,0.260273973,0.04109589,0.164383562,0.191780822,,,,,,,,,,,,,,,,,,,
P15442,786,994,208,0.1828,9.00E-06,18, nan, cytoplasm,2.853,3,0,11,7,0,10,4,3,11,5,3,10,4,5,6,9,4,3,0,3,0.178217822,0.168316832,0.168316832,0.02970297,0.138613861,0.316831683,,,,,,,,,,,,,,,,,,,
P32570,4,119,115,0.2225,0.004258,30, False, nucleus,4.097,7,1,6,12,3,1,1,9,7,8,3,7,1,5,4,6,11,7,1,1,0.178217822,0.108910891,0.089108911,0.04950495,0.267326733,0.306930693,1,0,,,,,,,,,,,,,,,,,
P32828,238,367,129,0.1195,NaN,6, False, chromosome; centromere; kinetochore; nucleus; chromosome; centromere; chromosome,2.79,7,0,3,15,0,1,3,5,0,5,2,4,2,12,23,10,4,4,1,0,0.178217822,0.227722772,0.099009901,0.00990099,0.158415842,0.326732673,,,,,,,,,,,,,,,,,,,
P36076,285,510,225,0.4129,0.000753,78, False, cytoplasm,3.477,3,2,8,10,2,9,2,7,13,4,3,8,8,2,4,2,7,6,1,0,0.178217822,0.168316832,0.198019802,0.02970297,0.198019802,0.227722772,,,,,,,,,,,,,,,,,,,
P38333,209,462,253,0.1779,0.000163,18, False, nucleus; nucleolus; cytoplasm,3.196,7,0,10,8,1,10,2,3,11,4,0,4,4,4,6,7,10,5,0,5,0.178217822,0.168316832,0.207920792,0.059405941,0.118811881,0.267326733,6,3,,,,,,,,,,,,,,,,,
